,x,xdot,theta,theta_dot
4951,-5.83,-0.00,0.00,0.00
4952,-5.83,-0.00,0.00,0.00
4953,-5.83,-0.00,0.00,0.00
4954,-5.83,-0.00,0.00,0.00
4955,-5.83,-0.00,0.00,0.00
4956,-5.83,-0.00,0.00,0.00
4957,-5.83,-0.00,0.00,0.00
4958,-5.83,-0.00,0.00,0.00
4959,-5.83,0.00,0.00,0.00
4960,-5.83,-0.00,-0.00,0.00
4961,-5.83,-0.00,-0.00,0.00
4962,-5.83,-0.00,-0.00,0.00
4963,-5.83,-0.00,-0.00,0.00
4964,-5.83,-0.00,-0.00,0.00
4965,-5.83,-0.00,-0.00,0.00
4966,-5.83,-0.00,-0.00,0.00
4967,-5.83,-0.00,-0.00,0.00
4968,-5.83,-0.00,-0.00,0.00
4969,-5.83,-0.00,-0.00,0.00
4970,-5.83,-0.00,-0.00,0.00
4971,-5.83,-0.00,-0.00,0.00
4972,-5.83,-0.00,-0.00,0.00
4973,-5.83,-0.00,-0.00,0.00
4974,-5.83,-0.00,-0.00,0.00
4975,-5.83,-0.00,-0.00,0.00
4976,-5.83,-0.00,-0.00,0.00
4977,-5.83,-0.00,-0.00,0.00
4978,-5.83,-0.00,0.00,0.00
4979,-5.83,-0.00,0.00,0.00
4980,-5.83,-0.00,0.00,0.00
4981,-5.83,-0.00,0.00,0.00
4982,-5.83,-0.00,0.00,0.00
4983,-5.83,-0.00,0.00,0.00
4984,-5.83,-0.00,0.00,0.00
4985,-5.83,-0.00,0.00,0.00
4986,-5.83,-0.00,0.00,0.00
4987,-5.83,-0.00,0.00,0.00
4988,-5.83,-0.00,0.00,0.00
4989,-5.83,-0.00,0.00,0.00
4990,-5.83,0.00,0.00,0.00
4991,-5.83,-0.00,-0.00,0.00
4992,-5.83,-0.00,-0.00,0.00
4993,-5.83,-0.00,-0.00,0.00
4994,-5.83,-0.00,-0.00,0.00
4995,-5.83,-0.00,-0.00,0.00
4996,-5.83,-0.00,-0.00,0.00
4997,-5.83,-0.00,-0.00,0.00
4998,-5.83,-0.00,-0.00,0.00
4999,-5.83,-0.00,-0.00,0.00
5000,-5.83,-0.00,-0.00,0.00
5001,-5.83,-0.00,-0.00,0.00
5002,-5.83,-0.00,-0.00,0.00
5003,-5.83,-0.00,-0.00,0.00
5004,-5.83,-0.00,-0.00,0.00
5005,-5.83,-0.00,-0.00,0.00
5006,-5.83,-0.00,-0.00,0.00
5007,-5.83,-0.00,-0.00,0.00
5008,-5.83,-0.00,-0.00,0.00
5009,-5.83,-0.00,0.00,0.00
5010,-5.83,-0.00,0.00,0.00
5011,-5.83,-0.00,0.00,0.00
5012,-5.83,-0.00,0.00,0.00
5013,-5.83,-0.00,0.00,0.00
5014,-5.83,-0.00,0.00,0.00
5015,-5.83,-0.00,0.00,0.00
5016,-5.83,-0.00,0.00,0.00
5017,-5.83,-0.00,0.00,0.00
5018,-5.83,-0.00,0.00,0.00
5019,-5.83,-0.00,0.00,0.00
5020,-5.83,-0.00,0.00,0.00
5021,-5.83,0.00,0.00,0.00
5022,-5.83,-0.00,-0.00,0.00
5023,-5.83,-0.00,-0.00,0.00
5024,-5.83,-0.00,-0.00,0.00
5025,-5.83,-0.00,-0.00,0.00
5026,-5.83,-0.00,-0.00,0.00
5027,-5.83,-0.00,-0.00,0.00
5028,-5.83,-0.00,-0.00,0.00
5029,-5.83,-0.00,-0.00,0.00
5030,-5.83,-0.00,-0.00,0.00
5031,-5.83,-0.00,-0.00,0.00
5032,-5.83,-0.00,-0.00,0.00
5033,-5.83,-0.00,-0.00,0.00
5034,-5.83,-0.00,-0.00,0.00
5035,-5.83,-0.00,-0.00,0.00
5036,-5.83,-0.00,-0.00,0.00
5037,-5.83,-0.00,-0.00,0.00
5038,-5.83,-0.00,-0.00,0.00
5039,-5.83,-0.00,-0.00,0.00
5040,-5.83,-0.00,0.00,0.00
5041,-5.83,-0.00,0.00,0.00
5042,-5.83,-0.00,0.00,0.00
5043,-5.83,-0.00,0.00,0.00
5044,-5.83,-0.00,0.00,0.00
5045,-5.83,-0.00,0.00,0.00
5046,-5.83,-0.00,0.00,0.00
5047,-5.83,-0.00,0.00,0.00
5048,-5.83,-0.00,0.00,0.00
5049,-5.83,-0.00,0.00,0.00
5050,-5.83,-0.00,0.00,0.00
5051,-5.83,-0.00,0.00,0.00
5052,-5.83,0.00,0.00,0.00
5053,-5.83,-0.00,-0.00,0.00
5054,-5.83,-0.00,-0.00,0.00
5055,-5.83,-0.00,-0.00,0.00
5056,-5.83,-0.00,-0.00,0.00
5057,-5.83,-0.00,-0.00,0.00
5058,-5.83,-0.00,-0.00,0.00
5059,-5.83,-0.00,-0.00,0.00
5060,-5.83,-0.00,-0.00,0.00
5061,-5.83,-0.00,-0.00,0.00
5062,-5.83,-0.00,-0.00,0.00
5063,-5.83,-0.00,-0.00,0.00
5064,-5.83,-0.00,-0.00,0.00
5065,-5.83,-0.00,-0.00,0.00
5066,-5.83,-0.00,-0.00,0.00
5067,-5.83,-0.00,-0.00,0.00
5068,-5.83,-0.00,-0.00,0.00
5069,-5.83,-0.00,-0.00,0.00
5070,-5.83,-0.00,-0.00,0.00
5071,-5.83,-0.00,0.00,0.00
5072,-5.83,-0.00,0.00,0.00
5073,-5.83,-0.00,0.00,0.00
5074,-5.83,-0.00,0.00,0.00
5075,-5.83,-0.00,0.00,0.00
5076,-5.83,-0.00,0.00,0.00
5077,-5.83,-0.00,0.00,0.00
5078,-5.83,-0.00,0.00,0.00
5079,-5.83,-0.00,0.00,0.00
5080,-5.83,-0.00,0.00,0.00
5081,-5.83,-0.00,0.00,0.00
5082,-5.83,-0.00,0.00,0.00
5083,-5.83,0.00,0.00,0.00
5084,-5.83,-0.00,-0.00,0.00
5085,-5.83,-0.00,-0.00,0.00
5086,-5.83,-0.00,-0.00,0.00
5087,-5.83,-0.00,-0.00,0.00
5088,-5.83,-0.00,-0.00,0.00
5089,-5.83,-0.00,-0.00,0.00
5090,-5.83,-0.00,-0.00,0.00
5091,-5.83,-0.00,-0.00,0.00
5092,-5.83,-0.00,-0.00,0.00
5093,-5.83,-0.00,-0.00,0.00
5094,-5.83,-0.00,-0.00,0.00
5095,-5.83,-0.00,-0.00,0.00
5096,-5.83,-0.00,-0.00,0.00
5097,-5.83,-0.00,-0.00,0.00
5098,-5.83,-0.00,-0.00,0.00
5099,-5.83,-0.00,-0.00,0.00
5100,-5.83,-0.00,-0.00,0.00
5101,-5.83,-0.00,-0.00,0.00
5102,-5.83,-0.00,0.00,0.00
5103,-5.83,-0.00,0.00,0.00
5104,-5.83,-0.00,0.00,0.00
5105,-5.83,-0.00,0.00,0.00
5106,-5.83,-0.00,0.00,0.00
5107,-5.83,-0.00,0.00,0.00
5108,-5.83,-0.00,0.00,0.00
5109,-5.83,-0.00,0.00,0.00
5110,-5.83,-0.00,0.00,0.00
5111,-5.83,-0.00,0.00,0.00
5112,-5.83,-0.00,0.00,0.00
5113,-5.83,-0.00,0.00,0.00
5114,-5.83,0.00,0.00,0.00
5115,-5.83,-0.00,-0.00,0.00
5116,-5.83,-0.00,-0.00,0.00
5117,-5.83,-0.00,-0.00,0.00
5118,-5.83,-0.00,-0.00,0.00
5119,-5.83,-0.00,-0.00,0.00
5120,-5.83,-0.00,-0.00,0.00
5121,-5.83,-0.00,-0.00,0.00
5122,-5.83,-0.00,-0.00,0.00
5123,-5.83,-0.00,-0.00,0.00
5124,-5.83,-0.00,-0.00,0.00
5125,-5.83,-0.00,-0.00,0.00
5126,-5.83,-0.00,-0.00,0.00
5127,-5.83,-0.00,-0.00,0.00
5128,-5.83,-0.00,-0.00,0.00
5129,-5.83,-0.00,-0.00,0.00
5130,-5.83,-0.00,-0.00,0.00
5131,-5.83,-0.00,-0.00,0.00
5132,-5.83,-0.00,-0.00,0.00
5133,-5.83,-0.00,0.00,0.00
5134,-5.83,-0.00,0.00,0.00
5135,-5.83,-0.00,0.00,0.00
5136,-5.83,-0.00,0.00,0.00
5137,-5.83,-0.00,0.00,0.00
5138,-5.83,-0.00,0.00,0.00
5139,-5.83,-0.00,0.00,0.00
5140,-5.83,-0.00,0.00,0.00
5141,-5.83,-0.00,0.00,0.00
5142,-5.83,-0.00,0.00,0.00
5143,-5.83,-0.00,0.00,0.00
5144,-5.83,-0.00,0.00,0.00
5145,-5.83,0.00,0.00,0.00
5146,-5.83,-0.00,-0.00,0.00
5147,-5.83,-0.00,-0.00,0.00
5148,-5.83,-0.00,-0.00,0.00
5149,-5.83,-0.00,-0.00,0.00
5150,-5.83,-0.00,-0.00,0.00
5151,-5.83,-0.00,-0.00,0.00
5152,-5.83,-0.00,-0.00,0.00
5153,-5.83,-0.00,-0.00,0.00
5154,-5.83,-0.00,-0.00,0.00
5155,-5.83,-0.00,-0.00,0.00
5156,-5.83,-0.00,-0.00,0.00
5157,-5.83,-0.00,-0.00,0.00
5158,-5.83,-0.00,-0.00,0.00
5159,-5.83,-0.00,-0.00,0.00
5160,-5.83,-0.00,-0.00,0.00
5161,-5.83,-0.00,-0.00,0.00
5162,-5.83,-0.00,-0.00,0.00
5163,-5.83,-0.00,-0.00,0.00
5164,-5.83,-0.00,0.00,0.00
5165,-5.83,-0.00,0.00,0.00
5166,-5.83,-0.00,0.00,0.00
5167,-5.83,-0.00,0.00,0.00
5168,-5.83,-0.00,0.00,0.00
5169,-5.83,-0.00,0.00,0.00
5170,-5.83,-0.00,0.00,0.00
5171,-5.83,-0.00,0.00,0.00
5172,-5.83,-0.00,0.00,0.00
5173,-5.83,-0.00,0.00,0.00
5174,-5.83,-0.00,0.00,0.00
5175,-5.83,-0.00,0.00,0.00
5176,-5.83,0.00,0.00,0.00
5177,-5.83,-0.00,-0.00,0.00
5178,-5.83,-0.00,-0.00,0.00
5179,-5.83,-0.00,-0.00,0.00
5180,-5.83,-0.00,-0.00,0.00
5181,-5.83,-0.00,-0.00,0.00
5182,-5.83,-0.00,-0.00,0.00
5183,-5.83,-0.00,-0.00,0.00
5184,-5.83,-0.00,-0.00,0.00
5185,-5.83,-0.00,-0.00,0.00
5186,-5.83,-0.00,-0.00,0.00
5187,-5.83,-0.00,-0.00,0.00
5188,-5.83,-0.00,-0.00,0.00
5189,-5.83,-0.00,-0.00,0.00
5190,-5.83,-0.00,-0.00,0.00
5191,-5.83,-0.00,-0.00,0.00
5192,-5.83,-0.00,-0.00,0.00
5193,-5.83,-0.00,-0.00,0.00
5194,-5.83,-0.00,-0.00,0.00
5195,-5.83,-0.00,0.00,0.00
5196,-5.83,-0.00,0.00,0.00
5197,-5.83,-0.00,0.00,0.00
5198,-5.83,-0.00,0.00,0.00
5199,-5.83,-0.00,0.00,0.00
5200,-5.83,-0.00,0.00,0.00
5201,-5.83,-0.00,0.00,0.00
5202,-5.83,-0.00,0.00,0.00
5203,-5.83,-0.00,0.00,0.00
5204,-5.83,-0.00,0.00,0.00
5205,-5.83,-0.00,0.00,0.00
5206,-5.83,-0.00,0.00,0.00
5207,-5.83,0.00,0.00,0.00
5208,-5.83,-0.00,-0.00,0.00
5209,-5.83,-0.00,-0.00,0.00
5210,-5.83,-0.00,-0.00,0.00
5211,-5.83,-0.00,-0.00,0.00
5212,-5.83,-0.00,-0.00,0.00
5213,-5.83,-0.00,-0.00,0.00
5214,-5.83,-0.00,-0.00,0.00
5215,-5.83,-0.00,-0.00,0.00
5216,-5.83,-0.00,-0.00,0.00
5217,-5.83,-0.00,-0.00,0.00
5218,-5.83,-0.00,-0.00,0.00
5219,-5.83,-0.00,-0.00,0.00
5220,-5.83,-0.00,-0.00,0.00
5221,-5.83,-0.00,-0.00,0.00
5222,-5.83,-0.00,-0.00,0.00
5223,-5.83,-0.00,-0.00,0.00
5224,-5.83,-0.00,-0.00,0.00
5225,-5.83,-0.00,-0.00,0.00
5226,-5.83,-0.00,0.00,0.00
5227,-5.83,-0.00,0.00,0.00
5228,-5.83,-0.00,0.00,0.00
5229,-5.83,-0.00,0.00,0.00
5230,-5.83,-0.00,0.00,0.00
5231,-5.83,-0.00,0.00,0.00
5232,-5.83,-0.00,0.00,0.00
5233,-5.83,-0.00,0.00,0.00
5234,-5.83,-0.00,0.00,0.00
5235,-5.83,-0.00,0.00,0.00
5236,-5.83,-0.00,0.00,0.00
5237,-5.83,-0.00,0.00,0.00
5238,-5.83,0.00,0.00,0.00
5239,-5.83,-0.00,-0.00,0.00
5240,-5.83,-0.00,-0.00,0.00
5241,-5.83,-0.00,-0.00,0.00
5242,-5.83,-0.00,-0.00,0.00
5243,-5.83,-0.00,-0.00,0.00
5244,-5.83,-0.00,-0.00,0.00
5245,-5.83,-0.00,-0.00,0.00
5246,-5.83,-0.00,-0.00,0.00
5247,-5.83,-0.00,-0.00,0.00
5248,-5.83,-0.00,-0.00,0.00
5249,-5.83,-0.00,-0.00,0.00
5250,-5.83,-0.00,-0.00,0.00
5251,-5.83,-0.00,-0.00,0.00
5252,-5.83,-0.00,-0.00,0.00
5253,-5.83,-0.00,-0.00,0.00
5254,-5.83,-0.00,-0.00,0.00
5255,-5.83,-0.00,-0.00,0.00
5256,-5.83,-0.00,-0.00,0.00
5257,-5.83,-0.00,0.00,0.00
5258,-5.83,-0.00,0.00,0.00
5259,-5.83,-0.00,0.00,0.00
5260,-5.83,-0.00,0.00,0.00
5261,-5.83,-0.00,0.00,0.00
5262,-5.83,-0.00,0.00,0.00
5263,-5.83,-0.00,0.00,0.00
5264,-5.83,-0.00,0.00,0.00
5265,-5.83,-0.00,0.00,0.00
5266,-5.83,-0.00,0.00,0.00
5267,-5.83,-0.00,0.00,0.00
5268,-5.83,-0.00,0.00,0.00
5269,-5.83,0.00,0.00,0.00
5270,-5.83,-0.00,-0.00,0.00
5271,-5.83,-0.00,-0.00,0.00
5272,-5.83,-0.00,-0.00,0.00
5273,-5.83,-0.00,-0.00,0.00
5274,-5.83,-0.00,-0.00,0.00
5275,-5.83,-0.00,-0.00,0.00
5276,-5.83,-0.00,-0.00,0.00
5277,-5.83,-0.00,-0.00,0.00
5278,-5.83,-0.00,-0.00,0.00
5279,-5.83,-0.00,-0.00,0.00
5280,-5.83,-0.00,-0.00,0.00
5281,-5.83,-0.00,-0.00,0.00
5282,-5.83,-0.00,-0.00,0.00
5283,-5.83,-0.00,-0.00,0.00
5284,-5.83,-0.00,-0.00,0.00
5285,-5.83,-0.00,-0.00,0.00
5286,-5.83,-0.00,-0.00,0.00
5287,-5.83,-0.00,-0.00,0.00
5288,-5.83,-0.00,0.00,0.00
5289,-5.83,-0.00,0.00,0.00
5290,-5.83,-0.00,0.00,0.00
5291,-5.83,-0.00,0.00,0.00
5292,-5.83,-0.00,0.00,0.00
5293,-5.83,-0.00,0.00,0.00
5294,-5.83,-0.00,0.00,0.00
5295,-5.83,-0.00,0.00,0.00
5296,-5.83,-0.00,0.00,0.00
5297,-5.83,-0.00,0.00,0.00
5298,-5.83,-0.00,0.00,0.00
5299,-5.83,-0.00,0.00,0.00
5300,-5.83,0.00,0.00,0.00
5301,-5.83,-0.00,-0.00,0.00
5302,-5.83,-0.00,-0.00,0.00
5303,-5.83,-0.00,-0.00,0.00
5304,-5.83,-0.00,-0.00,0.00
5305,-5.83,-0.00,-0.00,0.00
5306,-5.83,-0.00,-0.00,0.00
5307,-5.83,-0.00,-0.00,0.00
5308,-5.83,-0.00,-0.00,0.00
5309,-5.83,-0.00,-0.00,0.00
5310,-5.83,-0.00,-0.00,0.00
5311,-5.83,-0.00,-0.00,0.00
5312,-5.83,-0.00,-0.00,0.00
5313,-5.83,-0.00,-0.00,0.00
5314,-5.83,-0.00,-0.00,0.00
5315,-5.83,-0.00,-0.00,0.00
5316,-5.83,-0.00,-0.00,0.00
5317,-5.83,-0.00,-0.00,0.00
5318,-5.83,-0.00,-0.00,0.00
5319,-5.83,-0.00,0.00,0.00
5320,-5.83,-0.00,0.00,0.00
5321,-5.83,-0.00,0.00,0.00
5322,-5.83,-0.00,0.00,0.00
5323,-5.83,-0.00,0.00,0.00
5324,-5.83,-0.00,0.00,0.00
5325,-5.83,-0.00,0.00,0.00
5326,-5.83,-0.00,0.00,0.00
5327,-5.83,-0.00,0.00,0.00
5328,-5.83,-0.00,0.00,0.00
5329,-5.83,-0.00,0.00,0.00
5330,-5.83,-0.00,0.00,0.00
5331,-5.83,0.00,0.00,0.00
5332,-5.83,-0.00,-0.00,0.00
5333,-5.83,-0.00,-0.00,0.00
5334,-5.83,-0.00,-0.00,0.00
5335,-5.83,-0.00,-0.00,0.00
5336,-5.83,-0.00,-0.00,0.00
5337,-5.83,-0.00,-0.00,0.00
5338,-5.83,-0.00,-0.00,0.00
5339,-5.83,-0.00,-0.00,0.00
5340,-5.83,-0.00,-0.00,0.00
5341,-5.83,-0.00,-0.00,0.00
5342,-5.83,-0.00,-0.00,0.00
5343,-5.83,-0.00,-0.00,0.00
5344,-5.83,-0.00,-0.00,0.00
5345,-5.83,-0.00,-0.00,0.00
5346,-5.83,-0.00,-0.00,0.00
5347,-5.83,-0.00,-0.00,0.00
5348,-5.83,-0.00,-0.00,0.00
5349,-5.83,-0.00,-0.00,0.00
5350,-5.83,-0.00,0.00,0.00
5351,-5.83,-0.00,0.00,0.00
5352,-5.83,-0.00,0.00,0.00
5353,-5.83,-0.00,0.00,0.00
5354,-5.83,-0.00,0.00,0.00
5355,-5.83,-0.00,0.00,0.00
5356,-5.83,-0.00,0.00,0.00
5357,-5.83,-0.00,0.00,0.00
5358,-5.83,-0.00,0.00,0.00
5359,-5.83,-0.00,0.00,0.00
5360,-5.83,-0.00,0.00,0.00
5361,-5.83,-0.00,0.00,0.00
5362,-5.83,0.00,0.00,0.00
5363,-5.83,-0.00,-0.00,0.00
5364,-5.83,-0.00,-0.00,0.00
5365,-5.83,-0.00,-0.00,0.00
5366,-5.83,-0.00,-0.00,0.00
5367,-5.83,-0.00,-0.00,0.00
5368,-5.83,-0.00,-0.00,0.00
5369,-5.83,-0.00,-0.00,0.00
5370,-5.83,-0.00,-0.00,0.00
5371,-5.83,-0.00,-0.00,0.00
5372,-5.83,-0.00,-0.00,0.00
5373,-5.83,-0.00,-0.00,0.00
5374,-5.83,-0.00,-0.00,0.00
5375,-5.83,-0.00,-0.00,0.00
5376,-5.83,-0.00,-0.00,0.00
5377,-5.83,-0.00,-0.00,0.00
5378,-5.83,-0.00,-0.00,0.00
5379,-5.83,-0.00,-0.00,0.00
5380,-5.83,-0.00,-0.00,0.00
5381,-5.83,-0.00,0.00,0.00
5382,-5.83,-0.00,0.00,0.00
5383,-5.83,-0.00,0.00,0.00
5384,-5.83,-0.00,0.00,0.00
5385,-5.83,-0.00,0.00,0.00
5386,-5.83,-0.00,0.00,0.00
5387,-5.83,-0.00,0.00,0.00
5388,-5.83,-0.00,0.00,0.00
5389,-5.83,-0.00,0.00,0.00
5390,-5.83,-0.00,0.00,0.00
5391,-5.83,-0.00,0.00,0.00
5392,-5.83,-0.00,0.00,0.00
5393,-5.83,0.00,0.00,0.00
5394,-5.83,-0.00,-0.00,0.00
5395,-5.83,-0.00,-0.00,0.00
5396,-5.83,-0.00,-0.00,0.00
5397,-5.83,-0.00,-0.00,0.00
5398,-5.83,-0.00,-0.00,0.00
5399,-5.83,-0.00,-0.00,0.00
5400,-5.83,-0.00,-0.00,0.00
5401,-5.83,-0.00,-0.00,0.00
5402,-5.83,-0.00,-0.00,0.00
5403,-5.83,-0.00,-0.00,0.00
5404,-5.83,-0.00,-0.00,0.00
5405,-5.83,-0.00,-0.00,0.00
5406,-5.83,-0.00,-0.00,0.00
5407,-5.83,-0.00,-0.00,0.00
5408,-5.83,-0.00,-0.00,0.00
5409,-5.83,-0.00,-0.00,0.00
5410,-5.83,-0.00,-0.00,0.00
5411,-5.83,-0.00,-0.00,0.00
5412,-5.83,-0.00,0.00,0.00
5413,-5.83,-0.00,0.00,0.00
5414,-5.83,-0.00,0.00,0.00
5415,-5.83,-0.00,0.00,0.00
5416,-5.83,-0.00,0.00,0.00
5417,-5.83,-0.00,0.00,0.00
5418,-5.83,-0.00,0.00,0.00
5419,-5.83,-0.00,0.00,0.00
5420,-5.83,-0.00,0.00,0.00
5421,-5.83,-0.00,0.00,0.00
5422,-5.83,-0.00,0.00,0.00
5423,-5.83,-0.00,0.00,0.00
5424,-5.83,0.00,0.00,0.00
5425,-5.83,-0.00,-0.00,0.00
5426,-5.83,-0.00,-0.00,0.00
5427,-5.83,-0.00,-0.00,0.00
5428,-5.83,-0.00,-0.00,0.00
5429,-5.83,-0.00,-0.00,0.00
5430,-5.83,-0.00,-0.00,0.00
5431,-5.83,-0.00,-0.00,0.00
5432,-5.83,-0.00,-0.00,0.00
5433,-5.83,-0.00,-0.00,0.00
5434,-5.83,-0.00,-0.00,0.00
5435,-5.83,-0.00,-0.00,0.00
5436,-5.83,-0.00,-0.00,0.00
5437,-5.83,-0.00,-0.00,0.00
5438,-5.83,-0.00,-0.00,0.00
5439,-5.83,-0.00,-0.00,0.00
5440,-5.83,-0.00,-0.00,0.00
5441,-5.83,-0.00,-0.00,0.00
5442,-5.83,-0.00,-0.00,0.00
5443,-5.83,-0.00,0.00,0.00
5444,-5.83,-0.00,0.00,0.00
5445,-5.83,-0.00,0.00,0.00
5446,-5.83,-0.00,0.00,0.00
5447,-5.83,-0.00,0.00,0.00
5448,-5.83,-0.00,0.00,0.00
5449,-5.83,-0.00,0.00,0.00
5450,-5.83,-0.00,0.00,0.00
5451,-5.83,-0.00,0.00,0.00
5452,-5.83,-0.00,0.00,0.00
5453,-5.83,-0.00,0.00,0.00
5454,-5.83,-0.00,0.00,0.00
5455,-5.83,0.00,0.00,0.00
5456,-5.83,-0.00,-0.00,0.00
5457,-5.83,-0.00,-0.00,0.00
5458,-5.83,-0.00,-0.00,0.00
5459,-5.83,-0.00,-0.00,0.00
5460,-5.83,-0.00,-0.00,0.00
5461,-5.83,-0.00,-0.00,0.00
5462,-5.83,-0.00,-0.00,0.00
5463,-5.83,-0.00,-0.00,0.00
5464,-5.83,-0.00,-0.00,0.00
5465,-5.83,-0.00,-0.00,0.00
5466,-5.83,-0.00,-0.00,0.00
5467,-5.83,-0.00,-0.00,0.00
5468,-5.83,-0.00,-0.00,0.00
5469,-5.83,-0.00,-0.00,0.00
5470,-5.83,-0.00,-0.00,0.00
5471,-5.83,-0.00,-0.00,0.00
5472,-5.83,-0.00,-0.00,0.00
5473,-5.83,-0.00,-0.00,0.00
5474,-5.83,-0.00,0.00,0.00
5475,-5.83,-0.00,0.00,0.00
5476,-5.83,-0.00,0.00,0.00
5477,-5.83,-0.00,0.00,0.00
5478,-5.83,-0.00,0.00,0.00
5479,-5.83,-0.00,0.00,0.00
5480,-5.83,-0.00,0.00,0.00
5481,-5.83,-0.00,0.00,0.00
5482,-5.83,-0.00,0.00,0.00
5483,-5.83,-0.00,0.00,0.00
5484,-5.83,-0.00,0.00,0.00
5485,-5.83,-0.00,0.00,0.00
5486,-5.83,0.00,0.00,0.00
5487,-5.83,-0.00,-0.00,0.00
5488,-5.83,-0.00,-0.00,0.00
5489,-5.83,-0.00,-0.00,0.00
5490,-5.83,-0.00,-0.00,0.00
5491,-5.83,-0.00,-0.00,0.00
5492,-5.83,-0.00,-0.00,0.00
5493,-5.83,-0.00,-0.00,0.00
5494,-5.83,-0.00,-0.00,0.00
5495,-5.83,-0.00,-0.00,0.00
5496,-5.83,-0.00,-0.00,0.00
5497,-5.83,-0.00,-0.00,0.00
5498,-5.83,-0.00,-0.00,0.00
5499,-5.83,-0.00,-0.00,0.00
5500,-5.83,-0.00,-0.00,0.00
5501,-5.83,-0.00,-0.00,0.00
5502,-5.83,-0.00,-0.00,0.00
5503,-5.83,-0.00,-0.00,0.00
5504,-5.83,-0.00,-0.00,0.00
5505,-5.83,-0.00,0.00,0.00
5506,-5.83,-0.00,0.00,0.00
5507,-5.83,-0.00,0.00,0.00
5508,-5.83,-0.00,0.00,0.00
5509,-5.83,-0.00,0.00,0.00
5510,-5.83,-0.00,0.00,0.00
5511,-5.83,-0.00,0.00,0.00
5512,-5.83,-0.00,0.00,0.00
5513,-5.83,-0.00,0.00,0.00
5514,-5.83,-0.00,0.00,0.00
5515,-5.83,-0.00,0.00,0.00
5516,-5.83,-0.00,0.00,0.00
5517,-5.83,0.00,0.00,0.00
5518,-5.83,-0.00,-0.00,0.00
5519,-5.83,-0.00,-0.00,0.00
5520,-5.83,-0.00,-0.00,0.00
5521,-5.83,-0.00,-0.00,0.00
5522,-5.83,-0.00,-0.00,0.00
5523,-5.83,-0.00,-0.00,0.00
5524,-5.83,-0.00,-0.00,0.00
5525,-5.83,-0.00,-0.00,0.00
5526,-5.83,-0.00,-0.00,0.00
5527,-5.83,-0.00,-0.00,0.00
5528,-5.83,-0.00,-0.00,0.00
5529,-5.83,-0.00,-0.00,0.00
5530,-5.83,-0.00,-0.00,0.00
5531,-5.83,-0.00,-0.00,0.00
5532,-5.83,-0.00,-0.00,0.00
5533,-5.83,-0.00,-0.00,0.00
5534,-5.83,-0.00,-0.00,0.00
5535,-5.83,-0.00,-0.00,0.00
5536,-5.83,-0.00,0.00,0.00
5537,-5.83,-0.00,0.00,0.00
5538,-5.83,-0.00,0.00,0.00
5539,-5.83,-0.00,0.00,0.00
5540,-5.83,-0.00,0.00,0.00
5541,-5.83,-0.00,0.00,0.00
5542,-5.83,-0.00,0.00,0.00
5543,-5.83,-0.00,0.00,0.00
5544,-5.83,-0.00,0.00,0.00
5545,-5.83,-0.00,0.00,0.00
5546,-5.83,-0.00,0.00,0.00
5547,-5.83,-0.00,0.00,0.00
5548,-5.83,0.00,0.00,0.00
5549,-5.83,-0.00,-0.00,0.00
5550,-5.83,-0.00,-0.00,0.00
5551,-5.83,-0.00,-0.00,0.00
5552,-5.83,-0.00,-0.00,0.00
5553,-5.83,-0.00,-0.00,0.00
5554,-5.83,-0.00,-0.00,0.00
5555,-5.83,-0.00,-0.00,0.00
5556,-5.83,-0.00,-0.00,0.00
5557,-5.83,-0.00,-0.00,0.00
5558,-5.83,-0.00,-0.00,0.00
5559,-5.83,-0.00,-0.00,0.00
5560,-5.83,-0.00,-0.00,0.00
5561,-5.83,-0.00,-0.00,0.00
5562,-5.83,-0.00,-0.00,0.00
5563,-5.83,-0.00,-0.00,0.00
5564,-5.83,-0.00,-0.00,0.00
5565,-5.83,-0.00,-0.00,0.00
5566,-5.83,-0.00,-0.00,0.00
5567,-5.83,-0.00,0.00,0.00
5568,-5.83,-0.00,0.00,0.00
5569,-5.83,-0.00,0.00,0.00
5570,-5.83,-0.00,0.00,0.00
5571,-5.83,-0.00,0.00,0.00
5572,-5.83,-0.00,0.00,0.00
5573,-5.83,-0.00,0.00,0.00
5574,-5.83,-0.00,0.00,0.00
5575,-5.83,-0.00,0.00,0.00
5576,-5.83,-0.00,0.00,0.00
5577,-5.83,-0.00,0.00,0.00
5578,-5.83,-0.00,0.00,0.00
5579,-5.83,0.00,0.00,0.00
5580,-5.83,-0.00,-0.00,0.00
5581,-5.83,-0.00,-0.00,0.00
5582,-5.83,-0.00,-0.00,0.00
5583,-5.83,-0.00,-0.00,0.00
5584,-5.83,-0.00,-0.00,0.00
5585,-5.83,-0.00,-0.00,0.00
5586,-5.83,-0.00,-0.00,0.00
5587,-5.83,-0.00,-0.00,0.00
5588,-5.83,-0.00,-0.00,0.00
5589,-5.83,-0.00,-0.00,0.00
5590,-5.83,-0.00,-0.00,0.00
5591,-5.83,-0.00,-0.00,0.00
5592,-5.83,-0.00,-0.00,0.00
5593,-5.83,-0.00,-0.00,0.00
5594,-5.83,-0.00,-0.00,0.00
5595,-5.83,-0.00,-0.00,0.00
5596,-5.83,-0.00,-0.00,0.00
5597,-5.83,-0.00,-0.00,0.00
5598,-5.83,-0.00,0.00,0.00
